Date,Ret_D1,Ret_W1,STD_W1,ST_Rev,r12_2,r12_7,r36_13,Variance,HighLowVol,Resid_Var,Beta,Vol,SUV,LTurnover,Amihud,Rel2High,MktCap_Proxy,PriceMom_Acc,VolMom,RSI14,MACD_Sig,DistMA50,DistMA200,RFR
2011-02-01,-0.015532512727107428,-0.03743774909638775,0.008998927743357484,-0.12227570695397671,0.4561712764384884,0.3587997311332287,-0.9878664639038276,0.0002655116814402,0.0006656905523442751,0.0006040026665810139,0.5300192954721248,13.722034694772102,-0.9732988915652775,-1.8705727653503774,0.023490040557233836,0.7237961767613279,16.78072718475591,-0.4569557996929553,0.3716400326677052,30.764317309860004,-0.1581925072167882,-0.09541087180467518,-0.10331175738124632,
2011-02-02,0.012719774235645298,-0.020582015568127443,0.012909741816518315,-0.1055417054630996,0.4287998400162474,0.31125211281654996,-0.9871546782550746,0.00028230219461277154,0.0006904521847493757,0.000603780441758402,0.5325159839841809,13.731876743310991,-1.5236351410092313,-1.87769092043041,0.024465732856853214,0.7330027007223552,16.785893440018206,-0.47170378916559585,0.37813114593631625,37.87877214803494,-0.16363611145381257,-0.08215804851307647,-0.09291467927205717,
2011-02-03,-0.021618207294616276,-0.044467822003045776,0.014199904016404249,-0.13892419151449864,0.42061072507807507,0.3185099118164605,-0.9871511869177667,0.00026935109859000365,0.0007331378970685033,0.0006050196968685763,0.5212508738619527,14.004672830286733,-0.5101037701555567,-1.839337304592676,0.023596181489001555,0.7171564963906258,16.798945550639104,-0.4160800657806021,0.47968505574479287,33.609419282279106,-0.16975325119903348,-0.09969878399475107,-0.11336973244817793,
2011-02-04,0.0086409444446931,-0.01826261067782675,0.014876841193803208,-0.12740283367812555,0.377411753165769,0.2899807087772728,-0.9868614059151787,0.0002808517748296629,0.0007306254196730999,0.0006029996959875466,0.5155335340245364,14.188243086055492,-0.7927415130431955,-1.820064483424354,0.02352942267563084,0.7233534058340879,16.825835989078392,-0.44222893237269134,0.5658977437777798,36.24996809872427,-0.1749153499414536,-0.0898376557778977,-0.1065679509898543,
2011-02-07,0.004283314429361251,-0.0119205409863955,0.01530465966229867,-0.11715978669041371,0.3404935284341819,0.28253803865752336,-0.986612832926413,0.0002861142142573986,0.0007508317210212638,0.0006027788700606125,0.5187781271282517,14.164359458153465,-0.9751344547171836,-1.8008000414444811,0.02221319409719303,0.7264517559148246,16.8479347132651,-0.3687708087210759,0.5427806138520755,41.594565491082676,-0.17828047111078066,-0.08399439125023668,-0.10361442821590097,
2011-02-08,0.011577005857884126,0.015288441335386871,0.014208181094233838,-0.08679882801426653,0.2884426810394849,0.25795467898449,-0.9863645864208688,0.0002852466505795152,0.000751981607316439,0.0006031374345272158,0.49630227309895686,14.075543645811274,-1.3874347226047365,-1.7910711453693726,0.019760896979557227,0.7348618921485207,16.86532540702372,-0.33621021400482065,0.493740073260392,51.0638777229611,-0.17882431137645768,-0.07152422853663493,-0.09411583876572528,
2011-02-09,0.0006021429187119676,0.0031400748025700587,0.013155986341335222,-0.06852093713957874,0.2219151620400377,0.21062293717589675,-0.9854924635624613,0.0002744431592195364,0.0007418738656523713,0.0006029402637504172,0.5044418224776439,14.12302393377166,-1.181908575108763,-1.788762577525248,0.01847125724500003,0.7353043840331093,16.8676907480469,-0.27686567518160077,0.5168362637826968,33.21212667275918,-0.17701232464405273,-0.06903458852551685,-0.0944840189820916,
2011-02-10,-0.013243251884394791,0.01172696129137818,0.009677982817179574,-0.06491727310520023,0.24330112277191707,0.3169102331928335,-0.9860112859513207,0.0002698835677214965,0.0007252739075813984,0.0005987371821151696,0.5323945711942346,13.893919624279802,-1.0736522603243728,-1.7816839530866508,0.01786655864889531,0.7255665628636591,16.86035844890074,-0.22131301912132573,0.4085533002616588,28.244045212074468,-0.17471407613720005,-0.07927280164375011,-0.10728976522084525,
2011-02-11,-0.0023184759477109518,0.0007340096843757582,0.009128707597184305,-0.05446362435302776,0.2716672133514433,0.4127187168465014,-0.9862619645758615,0.0002643330516745289,0.0007069470704848137,0.000595123551552315,0.5262393786005245,13.80428680665533,-0.9964599496929903,-1.771504577219335,0.016704899898737184,0.7238843542391964,16.867874622055457,-0.25654437465631186,0.36987023401053576,30.8045861380711,-0.17237850907415844,-0.07878924679284335,-0.11004233845001749,
2011-02-14,0.0203011867760452,0.01669527219844813,0.012942555958900938,-0.03604854071745822,0.2842804163289323,0.41738247659868644,-0.9863414145198154,0.00028895113596140004,0.0007175359808735622,0.0005903413473807628,0.5343649359093061,13.707025164958923,-1.2710748768471904,-1.7718937815813012,0.018208733401172038,0.7385800657188631,16.887563625650323,-0.27398568929915423,0.3357273743681735,43.42913733873495,-0.16767342086429934,-0.05734766751918907,-0.09270592169491484,
2011-02-15,0.024571415132200736,0.029755429159020075,0.015953499116620147,-0.012362889244136088,0.2576432118468892,0.39634316767191335,-0.9863370925329358,0.000321658896142369,0.0007119731543119032,0.0005894695487617273,0.5353497707945559,13.78248620764186,-1.073856000353711,-1.761236490322399,0.01959789447428019,0.7567280231220095,16.922448838216383,-0.2639792295528871,0.3582208402751227,53.57692021675978,-0.15865956282848023,-0.031693089122253264,-0.0712508113811789,
2011-02-16,-0.027023857779436278,0.001324524422110951,0.02194250713730787,-0.018990104340170344,0.24806610087948577,0.41982812296504823,-0.985503417996391,0.0003368688992235452,0.0007154545178803948,0.0005883755821567633,0.5534193803430386,13.762660262605877,-1.245903546988362,-1.7529908751028325,0.017962810044741588,0.7362783126474463,16.90325372771483,-0.23307179671468847,0.348320529292931,44.7074689377117,-0.1499834161659,-0.05482616792593186,-0.09710990264559488,
